raceId,year,circuitId,name,date,time,quali_date,quali_time,sprint_date,sprint_time,lat_x,lng_x,race_temp,race_precip,race_humidity,quali_temp,quali_precip,quali_humidity,fp1_date,fp1_time,fp2_date,fp2_time,fp3_date,fp3_time,race_condition_wiki,quali_condition_clean,circuitRef,location,country,alt,qualifyId,driverId,constructorId,quali_position,q1,q2,q3,resultId_x,grid_sprint,positionText_sprint,positionOrder_sprint,points_sprint,laps_sprint,milliseconds_sprint,fastestLap_sprint,fastestLapTime_sprint,status_sprint,resultId_y,grid,positionText,positionOrder,points,laps,milliseconds,fastestLap,rank,fastestLapTime,fastestLapSpeed,status,driverStandingsId,points_drivers,position_drivers,wins_drivers,constructorStandingsId,points_constructors,position_constructors,wins_constructors,constructorResultsId,points_constructor_ind_races,driverRef,number,dob,nationality_drivers,constructorRef,nationality_constructors
18,2008,1,Australian Grand Prix,2008-03-16,04:30:00,,,,,-37.8497,144.968,19.5,0.0,60.0875,16.824999999999996,0.0,90.1025,,,,,,,dry,dry,albert_park,Melbourne,Australia,10.0,6,15,7,6,1:26.427,1:26.101,1:28.527,,,,,,,,,,,15.0,6.0,R,15.0,0.0,19.0,,18.0,10.0,1:29.310,213.758,Electrical,,,,,,,,,7.0,0.0,trulli,,1974-07-13,Italy,toyota,Japan
18,2008,1,Australian Grand Prix,2008-03-16,04:30:00,,,,,-37.8497,144.968,19.5,0.0,60.0875,16.824999999999996,0.0,90.1025,,,,,,,dry,dry,albert_park,Melbourne,Australia,10.0,7,3,3,7,1:26.295,1:26.059,1:28.687,,,,,,,,,,,3.0,7.0,3,3.0,6.0,58.0,5698779.0,41.0,5.0,1:28.090,216.719,Finished,3.0,6.0,3.0,0.0,3.0,9.0,2.0,0.0,3.0,9.0,rosberg,6.0,1985-06-27,Germany,williams,UK
18,2008,1,Australian Grand Prix,2008-03-16,04:30:00,,,,,-37.8497,144.968,19.5,0.0,60.0875,16.824999999999996,0.0,90.1025,,,,,,,dry,dry,albert_park,Melbourne,Australia,10.0,8,14,9,8,1:26.381,1:26.063,1:29.041,,,,,,,,,,,14.0,8.0,R,14.0,0.0,25.0,,21.0,11.0,1:29.502,213.3,Collision,,,,,,,,,9.0,0.0,coulthard,,1971-03-27,UK,red_bull,Austria
18,2008,1,Australian Grand Prix,2008-03-16,04:30:00,,,,,-37.8497,144.968,19.5,0.0,60.0875,16.824999999999996,0.0,90.1025,,,,,,,dry,dry,albert_park,Melbourne,Australia,10.0,9,10,7,9,1:26.919,1:26.164,1:29.593,,,,,,,,,,,10.0,18.0,R,10.0,0.0,43.0,,23.0,13.0,1:29.558,213.166,Accident,,,,,,,,,7.0,0.0,glock,,1982-03-18,Germany,toyota,Japan
18,2008,1,Australian Grand Prix,2008-03-16,04:30:00,,,,,-37.8497,144.968,19.5,0.0,60.0875,16.824999999999996,0.0,90.1025,,,,,,,dry,dry,albert_park,Melbourne,Australia,10.0,10,20,5,10,1:26.702,1:25.842,,,,,,,,,,,,20.0,9.0,R,20.0,0.0,0.0,,,,,,Collision,,,,,5.0,2.0,5.0,0.0,5.0,2.0,vettel,5.0,1987-07-03,Germany,toro_rosso,Italy
18,2008,1,Australian Grand Prix,2008-03-16,04:30:00,,,,,-37.8497,144.968,19.5,0.0,60.0875,16.824999999999996,0.0,90.1025,,,,,,,dry,dry,albert_park,Melbourne,Australia,10.0,11,22,11,11,1:26.369,1:26.173,,,,,,,,,,,,22.0,10.0,D,22.0,0.0,58.0,,44.0,8.0,1:28.736,215.141,Disqualified,,,,,,,,,11.0,0.0,barrichello,,1972-05-23,Brazil,honda,Japan
18,2008,1,Australian Grand Prix,2008-03-16,04:30:00,,,,,-37.8497,144.968,19.5,0.0,60.0875,16.824999999999996,0.0,90.1025,,,,,,,dry,dry,albert_park,Melbourne,Australia,10.0,12,4,4,12,1:26.907,1:26.188,,,,,,,,,,,,4.0,11.0,4,4.0,5.0,58.0,5707797.0,58.0,7.0,1:28.603,215.464,Finished,4.0,5.0,4.0,0.0,4.0,5.0,4.0,0.0,4.0,5.0,alonso,14.0,1981-07-29,Spain,renault,France
18,2008,1,Australian Grand Prix,2008-03-16,04:30:00,,,,,-37.8497,144.968,19.5,0.0,60.0875,16.824999999999996,0.0,90.1025,,,,,,,dry,dry,albert_park,Melbourne,Australia,10.0,13,18,11,13,1:26.712,1:26.259,,,,,,,,,,,,18.0,12.0,R,18.0,0.0,0.0,,,,,,Collision,,,,,,,,,11.0,0.0,button,22.0,1980-01-19,UK,honda,Japan
18,2008,1,Australian Grand Prix,2008-03-16,04:30:00,,,,,-37.8497,144.968,19.5,0.0,60.0875,16.824999999999996,0.0,90.1025,,,,,,,dry,dry,albert_park,Melbourne,Australia,10.0,14,6,3,14,1:26.891,1:26.413,,,,,,,,,,,,6.0,13.0,6,6.0,3.0,57.0,,50.0,14.0,1:29.639,212.974,+1 Lap,6.0,3.0,6.0,0.0,3.0,9.0,2.0,0.0,3.0,9.0,nakajima,,1985-01-11,Japan,williams,UK
18,2008,1,Australian Grand Prix,2008-03-16,04:30:00,,,,,-37.8497,144.968,19.5,0.0,60.0875,16.824999999999996,0.0,90.1025,,,,,,,dry,dry,albert_park,Melbourne,Australia,10.0,15,17,9,15,1:26.914,,,,,,,,,,,,,17.0,14.0,R,17.0,0.0,0.0,,,,,,Collision,,,,,,,,,9.0,0.0,webber,,1976-08-27,Australia,red_bull,Austria
18,2008,1,Australian Grand Prix,2008-03-16,04:30:00,,,,,-37.8497,144.968,19.5,0.0,60.0875,16.824999999999996,0.0,90.1025,,,,,,,dry,dry,albert_park,Melbourne,Australia,10.0,16,8,6,16,1:26.140,,,,,,,,,,,,,8.0,15.0,8,8.0,1.0,53.0,,20.0,4.0,1:27.903,217.18,Engine,8.0,1.0,8.0,0.0,6.0,1.0,6.0,0.0,6.0,1.0,raikkonen,7.0,1979-10-17,Finland,ferrari,Italy
18,2008,1,Australian Grand Prix,2008-03-16,04:30:00,,,,,-37.8497,144.968,19.5,0.0,60.0875,16.824999999999996,0.0,90.1025,,,,,,,dry,dry,albert_park,Melbourne,Australia,10.0,17,21,10,17,1:27.207,,,,,,,,,,,,,21.0,16.0,R,21.0,0.0,0.0,,,,,,Collision,,,,,,,,,10.0,0.0,fisichella,,1973-01-14,Italy,force_india,India
18,2008,1,Australian Grand Prix,2008-03-16,04:30:00,,,,,-37.8497,144.968,19.5,0.0,60.0875,16.824999999999996,0.0,90.1025,,,,,,,dry,dry,albert_park,Melbourne,Australia,10.0,18,7,5,18,1:27.446,,,,,,,,,,,,,7.0,17.0,7,7.0,2.0,55.0,,22.0,12.0,1:29.534,213.224,Engine,7.0,2.0,7.0,0.0,5.0,2.0,5.0,0.0,5.0,2.0,bourdais,,1979-02-28,France,toro_rosso,Italy
18,2008,1,Australian Grand Prix,2008-03-16,04:30:00,,,,,-37.8497,144.968,19.5,0.0,60.0875,16.824999999999996,0.0,90.1025,,,,,,,dry,dry,albert_park,Melbourne,Australia,10.0,19,16,10,19,1:27.859,,,,,,,,,,,,,16.0,22.0,R,16.0,0.0,8.0,,8.0,17.0,1:32.021,207.461,Hydraulics,,,,,,,,,10.0,0.0,sutil,99.0,1983-01-11,Germany,force_india,India
18,2008,1,Australian Grand Prix,2008-03-16,04:30:00,,,,,-37.8497,144.968,19.5,0.0,60.0875,16.824999999999996,0.0,90.1025,,,,,,,dry,dry,albert_park,Melbourne,Australia,10.0,20,11,8,20,1:28.208,,,,,,,,,,,,,11.0,19.0,R,11.0,0.0,32.0,,24.0,15.0,1:30.892,210.038,Transmission,,,,,,,,,8.0,0.0,sato,,1977-01-28,Japan,super_aguri,Japan
18,2008,1,Australian Grand Prix,2008-03-16,04:30:00,,,,,-37.8497,144.968,19.5,0.0,60.0875,16.824999999999996,0.0,90.1025,,,,,,,dry,dry,albert_park,Melbourne,Australia,10.0,21,12,4,21,1:28.330,,,,,,,,,,,,,12.0,20.0,R,12.0,0.0,30.0,,20.0,16.0,1:31.384,208.907,Clutch,,,,,4.0,5.0,4.0,0.0,4.0,5.0,piquet_jr,,1985-07-25,Brazil,renault,France
18,2008,1,Australian Grand Prix,2008-03-16,04:30:00,,,,,-37.8497,144.968,19.5,0.0,60.0875,16.824999999999996,0.0,90.1025,,,,,,,dry,dry,albert_park,Melbourne,Australia,10.0,22,19,8,22,1:29.059,,,,,,,,,,,,,19.0,21.0,R,19.0,0.0,0.0,,,,,,Collision,,,,,,,,,8.0,0.0,davidson,,1979-04-18,UK,super_aguri,Japan
36,2007,1,Australian Grand Prix,2007-03-18,03:00:00,,,,,-37.8497,144.968,11.05,0.0,79.9525,12.925,0.0,82.99000000000001,,,,,,,dry,dry,albert_park,Melbourne,Australia,10.0,369,8,6,1,1:26.644,1:25.644,1:26.072,,,,,,,,,,,369.0,1.0,1,1.0,10.0,58.0,5128770.0,41.0,1.0,1:25.235,223.978,Finished,13613.0,10.0,1.0,1.0,25733.0,13.0,1.0,1.0,185.0,13.0,raikkonen,7.0,1979-10-17,Finland,ferrari,Italy
36,2007,1,Australian Grand Prix,2007-03-18,03:00:00,,,,,-37.8497,144.968,11.05,0.0,79.9525,12.925,0.0,82.99000000000001,,,,,,,dry,dry,albert_park,Melbourne,Australia,10.0,370,4,1,2,1:26.697,1:25.326,1:26.493,,,,,,,,,,,370.0,2.0,2,2.0,8.0,58.0,5136012.0,20.0,2.0,1:26.314,221.178,Finished,13614.0,8.0,2.0,0.0,25734.0,14.0,11.0,0.0,186.0,14.0,alonso,14.0,1981-07-29,Spain,mclaren,UK
36,2007,1,Australian Grand Prix,2007-03-18,03:00:00,,,,,-37.8497,144.968,11.05,0.0,79.9525,12.925,0.0,82.99000000000001,,,,,,,dry,dry,albert_park,Melbourne,Australia,10.0,371,2,2,3,1:26.895,1:25.358,1:26.556,,,,,,,,,,,372.0,3.0,4,4.0,5.0,58.0,5167533.0,37.0,6.0,1:26.722,220.137,Finished,13616.0,5.0,4.0,0.0,25735.0,5.0,2.0,0.0,187.0,5.0,heidfeld,,1977-05-10,Germany,bmw_sauber,Germany
36,2007,1,Australian Grand Prix,2007-03-18,03:00:00,,,,,-37.8497,144.968,11.05,0.0,79.9525,12.925,0.0,82.99000000000001,,,,,,,dry,dry,albert_park,Melbourne,Australia,10.0,372,1,1,4,1:26.674,1:25.577,1:26.755,,,,,,,,,,,371.0,4.0,3,3.0,6.0,58.0,5147365.0,20.0,3.0,1:26.351,221.083,Finished,13615.0,6.0,3.0,0.0,25734.0,14.0,11.0,0.0,186.0,14.0,hamilton,44.0,1985-01-07,UK,mclaren,UK
36,2007,1,Australian Grand Prix,2007-03-18,03:00:00,,,,,-37.8497,144.968,11.05,0.0,79.9525,12.925,0.0,82.99000000000001,,,,,,,dry,dry,albert_park,Melbourne,Australia,10.0,373,9,2,5,1:26.696,1:25.882,1:27.347,,,,,,,,,,,388.0,5.0,R,20.0,0.0,36.0,,19.0,4.0,1:26.642,220.341,Gearbox,,,,,25735.0,5.0,2.0,0.0,187.0,5.0,kubica,88.0,1984-12-07,Poland,bmw_sauber,Germany
36,2007,1,Australian Grand Prix,2007-03-18,03:00:00,,,,,-37.8497,144.968,11.05,0.0,79.9525,12.925,0.0,82.99000000000001,,,,,,,dry,dry,albert_park,Melbourne,Australia,10.0,374,21,4,6,1:27.270,1:25.944,1:27.634,,,,,,,,,,,373.0,6.0,5,5.0,4.0,58.0,5195239.0,18.0,7.0,1:26.892,219.707,Finished,13617.0,4.0,5.0,0.0,25736.0,4.0,3.0,0.0,188.0,4.0,fisichella,,1973-01-14,Italy,renault,France
36,2007,1,Australian Grand Prix,2007-03-18,03:00:00,,,,,-37.8497,144.968,11.05,0.0,79.9525,12.925,0.0,82.99000000000001,,,,,,,dry,dry,albert_park,Melbourne,Australia,10.0,375,17,9,7,1:26.978,1:26.623,1:27.934,,,,,,,,,,,381.0,7.0,13,13.0,0.0,57.0,,21.0,9.0,1:27.501,218.178,+1 Lap,13625.0,0.0,13.0,0.0,25741.0,0.0,8.0,0.0,193.0,0.0,webber,,1976-08-27,Australia,red_bull,Austria
36,2007,1,Australian Grand Prix,2007-03-18,03:00:00,,,,,-37.8497,144.968,11.05,0.0,79.9525,12.925,0.0,82.99000000000001,,,,,,,dry,dry,albert_park,Melbourne,Australia,10.0,376,15,7,8,1:27.014,1:26.688,1:28.404,,,,,,,,,,,377.0,8.0,9,9.0,0.0,57.0,,45.0,13.0,1:28.034,216.857,+1 Lap,13621.0,0.0,9.0,0.0,25738.0,1.0,5.0,0.0,190.0,1.0,trulli,,1974-07-13,Italy,toyota,Japan
36,2007,1,Australian Grand Prix,2007-03-18,03:00:00,,,,,-37.8497,144.968,11.05,0.0,79.9525,12.925,0.0,82.99000000000001,,,,,,,dry,dry,albert_park,Melbourne,Australia,10.0,377,23,7,9,1:27.328,1:26.739,1:28.692,,,,,,,,,,,376.0,9.0,8,8.0,1.0,57.0,,42.0,12.0,1:27.796,217.444,+1 Lap,13620.0,1.0,8.0,0.0,25738.0,1.0,5.0,0.0,190.0,1.0,ralf_schumacher,,1975-06-30,Germany,toyota,Japan
36,2007,1,Australian Grand Prix,2007-03-18,03:00:00,,,,,-37.8497,144.968,11.05,0.0,79.9525,12.925,0.0,82.99000000000001,,,,,,,dry,dry,albert_park,Melbourne,Australia,10.0,378,11,8,10,1:27.365,1:26.758,1:28.871,,,,,,,,,,,380.0,10.0,12,12.0,0.0,57.0,,20.0,18.0,1:28.487,215.746,+1 Lap,13624.0,0.0,12.0,0.0,25740.0,0.0,7.0,0.0,192.0,0.0,sato,,1977-01-28,Japan,super_aguri,Japan
36,2007,1,Australian Grand Prix,2007-03-18,03:00:00,,,,,-37.8497,144.968,11.05,0.0,79.9525,12.925,0.0,82.99000000000001,,,,,,,dry,dry,albert_park,Melbourne,Australia,10.0,379,19,8,11,1:26.986,1:26.909,,,,,,,,,,,,384.0,11.0,16,16.0,0.0,56.0,,41.0,19.0,1:28.489,215.742,+2 Laps,13628.0,0.0,16.0,0.0,25740.0,0.0,7.0,0.0,192.0,0.0,davidson,,1979-04-18,UK,super_aguri,Japan
